SurveyID,Q15_Primary,Q15_Primary_Report,county,Q10xMEAN,Q11xMEAN,Q12xMEAN,Q13xMEAN,SAFEFishery,Q32x,Q32.1,XSAFEFishery,Q32a.1.1x,Q32a.2.1x,Q32a.4.1x,Q32a.5.1x,AVC1,Q32a.1x,Q32a.2x,Q32a.3x,Q32a.4x,Q32a.5x,Q32a.6x,Q32a.7x,Q32a.8x,Q32a.9x,Q32a.9.1,Q32bx,Q32b.1x,Q32b.2x,Q32b.3
1352,5,2,2,6000,25,300,300,1,1, ,1,30,5,150,1,296,120,30,1,40,40,15,30,20,0, ,1, , , 
1352,5,2,2,6000,25,300,300, ,6,TRAPS, ,10,8,0,0,174,30,100,1,0,0,10,3,30,0, ,1, , , 
1355,2,1,1,750,300,25,25,1,1, ,1,30,15,200,1,335,150,40,10,25,20,50,20,20,0, ,1, , , 
1355,2,1,1,750,300,25,25,2,3, ,3,30,7,150,1,315,150,20,10,20,25,50,20,20,0, ,1, , , 
1356, , ,1,300,25,75,25,1,1, ,1,35,2,80,1,210,100,10,0,25,10,15,0,50,0, ,3, ,90, 
1363, , ,2,750,25,0,0,1,1, ,1,40,8,300,1,482,145,32,60,50,25,20,100,50,0, ,1, , , 
1368,2,1,1,0,0,300,300,1,2, ,2,5, ,20,.5,40,20,0,0,5,5,5,5,0,0, ,1, , , 
1368,2,1,1,0,0,300,300,1,1, ,1,5, , , ,35,20,0,0,5,5,5,0,0,0, ,1, , , 
1369,2,1,1,750,25,25,0,1,1, ,1,20,6,100,0,235,70,20,0,0,0,30,15,100,0, ,1, , , 
1369,2,1,1,750,25,25,0,3,4, ,3,10,3,40,1,105,40,10,0,0,15,30,10,0,0, ,1, , , 
1372,3,3,1,75,0,25,25,1,1, ,1,10, ,150, ,36,36,0,0,0,0,0,0,0,0, ,1, , , 
1372,3,3,1,75,0,25,25,3,4, ,3,8, ,150, ,29,29,0,0,0,0,0,0,0,0, ,1, , , 
1376,6,4,2,1200,0,0,300,1,1, ,1,24,10,300,.25,210,60,20,10,40,40,30,10,0,0,0,1, , , 
1376,6,4,2,1200,0,0,300, ,6,net, ,24,5,150,.75,180,60,20,0,20,40,30,10,0,0,N/a,1, , , 
1377,5,2,4,1800,75,300,300,1,1, ,1,30, ,300,.5,259,128,20,0,36,30,25,20,0,0, ,1, , , 
1377,5,2,4,1800,75,300,300,3,4, ,3,6,4,100,1,90,30,15,0,12,18,15,0,0,0, ,1, , , 
1379,5,2,3,2500,750,300,300,1,1, ,1,20,6,150,0,150,60,20,10,20,0,20,20,0,0, ,1, , , 
1379,5,2,3,2500,750,300,300,3,4, ,3,8,6,100,0,119,25,20,10,14,0,20,20,10,0, ,1, , , 
1380,2,1,1,75,300,25,0,2,3, ,3,32,7,500,3,378,120,28,5,50,120,30,5,20,0, ,3, ,92, 
1380,2,1,1,75,300,25,0,1,1, ,1,32,7,500,1,238,120,28,5,50,10,20,5,0,0, ,3, ,90, 
1384, , ,3,25,3000,25,25,2,3, ,3,25,15,250,1,405,150,60,10,40,30,50,35,30,0, ,1, , , 
1384, , ,3,25,3000,25,25,3,4, ,3,15,15,200,.25,305,100,60,10,20,10,50,35,20,0, ,1, , , 
1385,6,4,1,300,25,0,0,2,3, ,3,40, ,250,2,230,120,0,0,30,60,20,0,0,0, ,1, , , 
1385,6,4,1,300,25,0,0,4,5, ,4,10,5, , ,90,50,20,0,0,0,20,0,0,0, ,1, , , 
1386,3,3,4,2500,300,75,2000,2,3, ,3,20, ,200,1,197,80,10,0,32,25,20,0,30,0, ,1, , , 
1386,3,3,4,2500,300,75,2000,3,4, ,3,20, ,200,1,187,80,10,0,32,25,20,0,20,0, ,1, , , 
1392,2,1,2,750,0,0,0,1,1, ,1,50,10,150,1,569,150,30,0,24,45,20,100,200,0, ,1, , , 
1392,2,1,2,750,0,0,0,1,2, ,2,40,10,150,2,494,100,80,0,24,90,20,100,80,0, ,1, , , 
1393,1,5,2,75,0,25,25,1,1, ,1,34,8,100,1,280,130,10,0,0,20,20,0,100,0, ,1, , , 
1393,1,5,2,75,0,25,25,1,2, ,2,18,8,100,2,149,60,10,0,0,64,15,0,0,0, ,1, , , 
1395,2,1,1,300,0,25,25,1,1, ,1,45,3,200, ,330,150,10,5,25,25,25,40,50,0, ,1, , , 
1397,3,3,3,300,300,0,300,1,1, ,1,70,4,300,.25,480,300,20,30,40,20,40,20,10,0, ,3, ,90, 
1397,3,3,3,300,300,0,300,2,3, ,3,16,3,150,.66,295,100,15,10,20,50,50,20,30,0, ,3, ,90, 
1408,2,1,2,7711,0,0,0,1,1, ,1,25,8, , ,240,120,30,0,0,0,20,20,50,0, ,1, , , 
1409,5,2,4,300,0,0,0,1,1, ,1,15,3,40,0,117,60,10,0,12,0,5,25,5,0, ,1, , , 
1413,6,4,1,4000,25,0,25,1,1, ,1,50,3,460,4,223,150,10,0,40,13,10,0,0,0, ,1, , , 
1417,3,3,1,0,0,75,75,1,1, ,1,10,2,120,.25,81,40,8,3,20,2,5,2,1,0, ,1, , , 
1417,3,3,1,0,0,75,75,3,4, ,3,2,2,40,.25,37,8,8,3,8,2,5,2,1,0, ,1, , , 
1419,3,3,2,300,25,25,25, ,6,"trolling, bait for pelagic, shallow bottomfish", ,24,2,150,2,235,150,5,0,30,30,20,0,0,0, ,1, , , 
1419,3,3,2,300,25,25,25,1,1, ,1,24, , , ,150,150,0,0,0,0,0,0,0,0, ,1, , , 
1421,5,2,2,10000,300,300,300,1,6,palu ahi/ikashibi, ,40,5,600,2,265,150,25,5,0,50,20,5,10,0, ,1, , , 
1421,5,2,2,10000,300,300,300,1,2, ,2,25, ,600, ,155,95,25,5,0,0,20,5,5,0, ,1, , , 
1424,5,2,4,750,300,300,300,1,1, ,1,15,6,60,1,175,60,30,0,15,40,10,15,5,0, ,1, , , 
1424,5,2,4,750,300,300,300,1,2, ,2,10, , , ,145,40,5,5,20,50,0,25,0,0, ,1, , , 
1426,5,2,4,0,0,25,750,3,4, ,3,4,3,150, ,69,20,14,0,0,0,15,0,20,0, ,1, , , 
1440,6,4,2,0,25,0,25000,4,6,"opelu net, truck, motor, 70HP", ,4,5,200,10,135,15,17,3,50,20,10,20,0,0, ,1, , , 
1442,5,2,1,300,750,300,0,2,3, ,3,22,6,400,1,105.8,83.6,22.2,0,0,0,0,0,0,0, ,1, , , 
1448,3,3,3,300,25,25,25, ,6,"trolling, bait for pelagic, deep 7", ,40,10,750,4,730,400,50,25,125,20,20,40,50,0, ,1, , , 
1451,2,1,1,300,300,75,75,3,4, ,3,40,10,200,3,300,120,30,5,20,70,20,30,5,0, ,1, , , 
1451,2,1,1,300,300,75,75,2,3, ,3,40,10,200,3,297,120,30,5,20,70,20,30,2,0, ,1, , , 
1454, , ,2,750,300,75,0, ,6,"trolling, bait for pelagic, and deep 7", ,80,8,600,1,1031,310,31,0,200,90,100,200,100,0, ,1, , , 
1456,2,1,3,300,300,25,0,1,1, ,1,50,10,80,2,584,220,30,0,60,64,0,100,0,110,maintenance,1, , , 
1456,2,1,3,300,300,25,0,1,2, ,2,11,2,80,2,189,50,10,0,65,64,0,0,0,0, ,1, , , 
1458,5,2,3,4000,25,0,300,1,2, ,2,50,10,300,.25,315,150,30,0,40,20,25,25,25,0, ,1, , , 
1458,5,2,3,4000,25,0,300,1,1, ,1,50,10,300,.25,295,150,30,0,40,0,25,25,25,0, ,1, , , 
1459,2,1,1,1500,300,300,0,1,1, ,1,30,2,300,.66,200,90,7,3,30,15,35,10,10,0, ,1, , , 
1460,5,2,1,750,25,300,75,1,1, ,1,43,9,420,0,264,150,30,0,24,0,20,20,20,0, ,1, , , 
1460,5,2,1,750,25,300,75,1,2, ,2,38,9,420,1,244,130,30,0,24,10,20,20,10,0, ,1, , , 
1464,4,6,3,750,0,25,25,3,4, ,3,100,50,250,1,1160,500,200,100,40,20,150,50,100,0, ,1, , , 
1464,4,6,3,750,0,25,25,1,1, ,1,195,5,250,1,1090,700,20,100,40,20,150,50,10,0, ,1, , , 
1466,3,3,3,25,75,25,0,2,3, ,3,10,5,150,2,112,40,20,0,20,27,5,0,0,0, ,1, , , 
1468,5,2,1,25,0,75,2000,4,6,handline for akule, ,5,3,20, ,85,14,9,3,16,24,6,5,8,0, ,1, , , 
1474,1,5,1,750,0,0,750, ,6,trolling and handline/rod for shallow bottomfish, ,35,5,200,0,395,100,15,0,40,0,20,20,200,0, ,1, , , 
1474,1,5,1,750,0,0,750,3,4, ,3,10,5,200,0,145,30,15,0,40,0,20,20,20,0, ,1, , , 
1476,5,2,2,2000,0,25,25,1,6,"trolling, bait for pelagic, handline for ahi", ,100,8,540,2,620,350,30,0,60,60,40,0,80,0, ,1, , , 
1477,5,2,2,300,0,0,0,1,1, ,1,27,12,150,0,374,75,20,18,21,0,12,200,28,0, ,1, , , 
1480,5,2,2,750,25,25,0,1,6,trolling and palu ahi, ,24,5,300,2,168.7,91.2,18.5,0,0,0,24,25,10,0, ,1, , , 
1482,3,3,2,75,0,25,25,1,1, ,1,10, ,100,1,105,40,0,0,20,25,20,0,0,0, ,1, , , 
1483, , ,3,75,1600,0,0,2,3, ,3,12,5,300,.33,222,40,16,0,36,60,10,30,30,0, ,1, , , 
1483, , ,3,75,1600,0,0,1,1, ,1,12,5,300,.33,222,40,16,0,36,60,10,30,30,0, ,1, , , 
1486,6,4,1,3000,750,25,0, ,6,trolling and deep 7, ,25,5,400,2,230,75,20,0,0,50,25,50,10,0, ,1, , , 
1486,6,4,1,3000,750,25,0,1,1, ,1,25,8,400,2,220,75,30,5,0,60,20,20,10,0, ,1, , , 
1490,2,1,1,0,0,750,750,3,4, ,3,12,3, , ,103,75,10,8,0,5,5,0,0,0, ,1, , , 
1491,3,3,1,300,0,1240,3000,3,4, ,3,25,7,150,50,265,100,20,15,20,50,25,20,15,0, ,1, , , 
1492,5,2,2,750,300,300,75,1,2, ,2,12,5,200,1,135,40,20,0,20,30,15,0,10,0, ,1, , , 
1492,5,2,2,750,300,300,75,2,3, ,3,10,5,150,1,115,40,20,0,15,30,10,0,0,0, ,1, , , 
1493,2,1,1,300,0,75,75,1,1, ,1,35,0,35,0,183,125,0,0,28,0,30,0,0,0, ,1, , , 
1493,2,1,1,300,0,75,75,1,2, ,2,17,0,120,1,120,60,0,0,15,30,15,0,0,0, ,1, , , 
1497,2,1,2,6000,0,0,0,1,2, ,2,200,10,200,6,1620,600,50,20,200,100,100,350,200,0, ,1, , , 
1497,2,1,2,6000,0,0,0,3,4, ,3, , , , ,1070,300,50,20,100,100,100,300,100,0, ,1, , , 
1498,6,4,4,60000,300,2300,0,1,1, ,1,50,5,500,1,387,200,20,2,70,20,45,10,20,0, ,1, , , 
1498,6,4,4,60000,300,2300,0,1,2, ,2,30,5,500,2,337,120,20,2,70,50,45,10,20,0, ,1, , , 
1499,2,1,2,300,0,300,0,1,1, ,1,20,3,100, ,210,70,10,0,20,0,10,0,100,0, ,1, , , 
1499,2,1,2,300,0,300,0,1,6,palu ahi (baskets), ,10, ,150,1,115,30,10,0,25,20,20,10,0,0, ,1, , , 
1505,2,1,1,750,0,75,300,1,1, ,1,25,6,200, ,170,100,20,0,30,0,20,0,0,0, ,1, , , 
1505,2,1,1,750,0,75,300,3,4, ,3,10,6,200, ,145,40,20,0,30,20,20,0,15,0, ,1, , , 
1506,5,2,2,12000,0,0,300,1,2, ,2,40,20,100,1,325,140,50,5,40,40,20,0,30,0, ,1, , , 
1506,5,2,2,12000,0,0,300,1,1, ,1,40,20,100,1,325,140,50,5,40,40,20,0,30,0, ,1, , , 
1511,2,1,3,0,300,75,300,2,3, ,3,8,3,50,1,185,35,12,0,8,50,10,40,30,0, ,1, , , 
1511,2,1,3,0,300,75,300,3,4, ,3,4,3,50, ,124,24,12,0,8,10,10,40,20,0, ,1, , , 
1512,2,1,3,300,750,25,0,2,3, ,3,30,3,300,12,500,150,15,5,50,200,50,20,10,0, ,1, , , 
1512,2,1,3,300,750,25,0,3,4, ,3,15,2,50, ,148,60,10,5,8,20,25,10,10,0, ,1, , , 
1518,3,3,2,750,75,0,0,1,6,handline palu ahi, ,8,5,100,1,105,35,20,0,15,35,0,0,0,0, ,1, , , 
1520,1,5,2,2500,0,300,0,1,1, ,1,50,10,300,1,405,200,20,5,80,30,20,20,30,0, ,1, , , 
1520,1,5,2,2500,0,300,0,4,5, ,4,50,10,300,1,385,200,20,5,80,30,20,20,10,0, ,1, , , 
1523,5,2,3,750,75,75,75,1,2, ,2,50,25,150,3,600,200,65,30,40,25,60,30,150,0, ,1, , , 
1523,5,2,3,750,75,75,75,1,1, ,1,50,25,150,3,600,200,65,30,40,25,60,30,150,0, ,1, , , 
1524,2,1,4,300,75,75,25,1,2, ,2,10,5,100,0,95,40,15,0,20,0,10,10,0,0, ,1, , , 
1524,2,1,4,300,75,75,25,3,4, ,3,5,1.5,50,0,35,20,5,0,10,0,0,0,0,0, ,1, , , 
1525,3,3,2,300,0,25,25,1,1, ,1,20,4,20, ,172,80,16,14,7,0,25,15,15,0, ,1, , , 
1525,3,3,2,300,0,25,25,4,5, ,4,15,4,20, ,131,60,16,8,7,0,25,15,0,0, ,1, , , 
1527,3,3,3,300,300,0,0,2,3, ,3,36,4,150,2,250,115,20,0,15,20,10,20,20,30,"Truck, trailer",1, , , 
1528,2,1,1,8000,0,75,75,1,1, ,1,100,10,600,2,623,300,40,10,73,50,50,50,50,0, ,1, , , 
1528,2,1,1,8000,0,75,75,1,2, ,2,10,2,50,1,82,30,8,2,6,30,0,5,1,0, ,1, , , 
1532,6,4,1,300,2055,300,25,3,4, ,3,32,2,500,1,572,80,10,12,100,90,45,120,50,65,AUCTION FEE,1, , , 
1532,6,4,1,300,2055,300,25,2,3, ,3,32,2,400,.66,467,85,10,12,20,60,45,140,15,80,AUCTION FEE,1, , , 
1537,2,1,1,2000,750,25,75,2,3, ,3,30, ,300,1,210,100,20,0,40,20,30,0,0,0, ,1, , , 
1537,2,1,1,2000,750,25,75,1,1, ,1,30,4,300, ,190,100,20,0,40,0,30,0,0,0, ,1, , , 
1539,2,1,1,25,0,0,0,1,1, ,1,43,10,400,2,475,175,20,0,80,100,100,0,0,0, ,3, ,50, 
1541,2,1,1,1200,0,0,75,1,1, ,1,36,8,400, ,202,110,30,12,20,0,5,25,0,0, ,1, , , 
1541,2,1,1,1200,0,0,75,1,2, ,2,4,2,50,0,45,15,5,10,5,0,0,10,0,0, ,1, , , 
1542,2,1,1,1500,0,0,0,1,1, ,1,120,0,200,0,900,600,0,50,50,0,100,100,0,0, ,1, , , 
1542,2,1,1,1500,0,0,0,1,2, ,2,50,0,200,0,450,200,0,0,50,0,100,100,0,0, ,1, , , 
1543,6,4,2,30000,0,300,300,1,2, ,2,30,5,200,0,180,110,20,5,30,0,5,5,5,0, ,1, , , 
1543,6,4,2,30000,0,300,300,1,1, ,1,30,5,200,0,180,110,20,5,30,0,5,5,5,0, ,1, , , 
1547,6,4,4,12683,0,0,12683,1,1, ,1,40,4,300, ,262,160,16,0,36,0,50,0,0,0, ,1, , , 
1547,6,4,4,12683,0,0,12683, ,6,SGN, ,4,4,1100, ,214,16,16,0,132,0,50,0,0,0, ,1, , , 
1548,3,3,2,10000,25,0,0,1,1, ,1,25,5,200,0,205,100,20,0,50,0,15,10,10,0, ,1, , , 
1549, , ,2,1500,75,0,25,1,2, ,2,25,15,300,.75,250,100,25,5,15,30,25,25,25,0, ,3, ,50, 
1549, , ,2,1500,75,0,25,1,1, ,1,25,15,300,0,240,100,25,25,15,0,25,25,25,0, ,3, ,50, 
1552,6,4,3,5000,17500,2000,300,2,3, ,3,50,8,1000,3,395,150,20,5,100,50,30,20,20,0, ,1, , , 
1553,2,1,1,25,25,25,25,3,4, ,3,40,0,400,1,285,150,0,0,50,25,20,20,20,0,0,1, , , 
1553,2,1,1,25,25,25,25,1,1, ,1,50,0,400,0,285,175,0,0,50,0,20,20,20,0,0,1, , , 
1556,3,3,2,300,300,25,300,1,1, ,1,20,5,100,1,145,70,10,0,20,20,10,5,10,0, ,1, , , 
1556,3,3,2,300,300,25,300,2,3, ,3,15,5,100,1,125,50,10,0,20,20,10,5,10,0, ,1, , , 
1558,5,2,2,300,750,300,0,2,3, ,3,30,7,300,1.5,275,100,28,7,20,60,20,10,20,10,trailer use,1, , , 
1558,5,2,2,300,750,300,0,1,2, ,2,15,2,100,.25,142,50,7,10,10,15,10,10,20,10,trailer,1, , , 
1559,2,1,2,750,300,0,0,1,1, ,1,38,2,800, ,230,120,10,0,40,0,20,20,20,0, ,1, , , 
1560,6,4,1,2500,75,0,75,1,1, ,1,35,6,300,.33,295,100,20,0,25,25,25,50,50,0, ,1, , , 
1564,3,3,3,75,0,25,25,1,2, ,2,40,3,200, ,280,200,15,0,30,0,15,10,10,0,same as primary trip,1, , , 
1564,3,3,3,75,0,25,25,1,1, ,1,40,3,200, ,280,200,15,0,30,0,15,10,10,0, ,1, , , 
1568,2,1,2,750,75,75,300,1,2, ,2, , , , ,130,37,14,0,30,30,10,5,4,0, ,1, , , 
1570,5,2,2,750,0,0,0,1,1, ,1,40,15,400,2,450,170,60,5,50,60,25,50,30,0, ,1, , , 
1570,5,2,2,750,0,0,0,1,2, ,2,15,15,400,2,331,60,60,6,60,60,25,50,10,0, ,1, , , 
1575, , ,2,300,0,300,1650,4,5, ,4,40,12, ,6,1182,160,50,13,150,264,20,75,150,300,trolling lures,3, ,40, 
1575, , ,2,300,0,300,1650, ,6,"troll, pelagic, shallow bttmfish, net, trap", ,40,12,1000,6,599,160,50,0,100,264,25,0,0,0, ,4, , ,split evenly among crew members
1576,5,2,4,750,300,300,300,1,1, ,1,16,5,100,1,139,50,18,5,16,10,15,0,25,0, ,1, , , 
1576,5,2,4,750,300,300,300,3,4, ,3,4,5,50,1,73,12,18,0,8,10,15,0,10,0, ,1, , , 
1577,2,1,1,75,25,25,0,1,1, ,1,90, ,400,1,375,215,0,0,40,20,0,100,0,0, ,4, , ,divided equally among crew
1578,3,3,1,300,25,0,0,2,3, ,3,15,5,100,1,137,50,10,0,0,27,25,0,0,25,lace net fee ko olina,1, , , 
1578,3,3,1,300,25,0,0,1,1, ,1,15,5,100,1,137,50,10,0,0,27,25,0,0,25,Laundry fee for KoOlina/boat and vehicle insurance,1, , , 
1579,6,4,1,750,0,300,75,1,1, ,1,30,5,300,.5,120,50,10,0,40,20,0,0,0,0, ,1, , , 
1579,6,4,1,750,0,300,75,1,2, ,2,10, ,10,.5,55,30,0,0,5,20,0,0,0,0, ,1, , , 
1581,2,1,2,300,0,0,0,1,1, ,1,25,5,20,40,138.5,95,18.5,0,0,0,25,0,0,0, ,1, , , 
1582,2,1,1,300,25,300,300,3,4, ,3,25,5,300, ,428,120,18,0,30,35,50,0,0,175,Oil Changes,1, , , 
1583,5,2,1,750,0,0,25,1,1, ,1,60,20,1000,1,465,180,80,10,80,25,50,20,20,0, ,1, , , 
1586,3,3,2,750,300,75,75,1,6,handline for tuna, ,20,8,500,2,375,100,40,10,100,75,25,15,10,0, ,1, , , 
1586,3,3,2,750,300,75,75,1,1, ,1,32,8,500, ,372,150,40,12,100,0,25,15,30,0, ,1, , , 
1587,5,2,2,300,0,25,25,1,2, ,2,20,3,600,30,225,80,15,0,30,30,25,25,20,0, ,1, , , 
1587,5,2,2,300,0,25,25, ,6,trolling and deep 7 bottomfish, ,20,4,600,1,225,80,15,0,30,30,25,25,20,0, ,1, , , 
1588,3,3,3,25,750,0,0,2,3, ,3,30,5,100,.25,192,100,20,0,12,50,10,0,0,0, ,1, , , 
1588,3,3,3,25,750,0,0,1,1, ,1,30,5,100,0,145,100,20,0,15,0,10,0,0,0, ,1, , , 
1589,5,2,3,25,750,300,0,2,3, ,3,100,15,900,2,990,400,50,0,120,160,60,100,100,0, ,1, , , 
1592,2,1,2,750,0,0,0,1,1, ,1,30,5,300,1,220,125,20,0,30,20,25,0,0,0, ,1, , , 
1592,2,1,2,750,0,0,0,1,6,"trolling, bait for pelagic", ,30,5,300,1,220,125,20,0,30,20,25,0,0,0, ,1, , , 
1595,5,2,2,750,0,0,0,1,6,Trolling and dead bait/live bait, ,20,5,300, ,535,80,20,0,35,0,40,25,35,300,10 trips service,1, , , 
1595,5,2,2,750,0,0,0,1,1, ,1,25,5,300, ,275,100,20,0,35,0,40,30,50,0, ,1, , , 
1596,2,1,3,25,750,0,0,2,3, ,3,18,5,150,4.5,272,65,25,1,21,100,45,15,0,0, ,1, , , 
1598,5,2,4,3000,750,75,25,2,3, ,3,80,10,1000,3,740,320,40,30,120,60,80,50,40,0, ,1, , , 
1598,5,2,4,3000,750,75,25,1,1, ,1,40,5,1000,1,440,160,20,30,120,30,40,25,15,0, ,1, , , 
1600,6,4,2,750,25,25,0,1,1, ,1,45,20,400,1,300,150,75,0,0,30,20,0,25,0, ,1, , , 
1600,6,4,2,750,25,25,0,1,2, ,2,30,20, ,2,275,100,75,0,0,60,20,0,20,0, ,1, , , 
1601,2,1,3,300,750,750,300,1,2, ,2, , ,175,3,385,180,20,5,40,40,40,30,30,0, ,1, , , 
1602,5,2,1,300,25,750,75,3,4, ,3,15,7,200, ,150,50,20,0,20,20,20,20,0,0, ,1, , , 
1602,5,2,1,300,25,750,75,4,5, ,4,10,5,100, ,100,40,10,0,10,0,20,20,0,0, ,1, , , 
1603,5,2,1,1400,25,300,300,3,4, ,3,35,10,300,2,445,105,40,0,50,40,60,150,0,0, ,1, , , 
1603,5,2,1,1400,25,300,300,1,1, ,1,35,10,400,2,435,105,40,0,60,40,40,150,0,0, ,1, , , 
1604, , ,2,750,750,75,25,1,2, ,2,30,4,400,2,335,100,15,0,60,60,50,0,50,0, ,1, , , 
1604, , ,2,750,750,75,25,2,3, ,3,18,4,200,2,263,60,15,0,28,60,50,0,50,0, ,1, , , 
1608,3,3,1,75,75,25,0,2,3, ,3,35,8,120,0,316,140,26,0,30,25,40,40,15,0, ,1, , , 
1608,3,3,1,75,75,25,0,1,1, ,1,35,8,120,0,256,140,26,0,30,0,40,20,0,0, ,1, , , 
1609,5,2,2,300,300,0,75,1,2, ,2, , ,20,1,270,100,10,10,0,30,40,80,0,0, ,1, , , 
1609,5,2,2,300,300,0,75, ,6,"troll, bait for pelagic, and deep 7", ,20,5, ,2,255,120,10,5,0,60,40,0,20,0, ,1, , , 
1616,5,2,3,7000,0,25,0,1,2, ,2,115,10,500,.33,1045,300,25,20,100,25,100,25,200,250,Other?,1, , , 
1616,5,2,3,7000,0,25,0,1,1, ,1,115,10,500,.33,770,300,25,20,100,25,75,25,200,0,Insrance,1, , , 
1619,1,5,1,75,25,25,25,1,1, ,1,20,5,200,0,305,80,15,0,100,0,30,30,50,0, ,1, , , 
1619,1,5,1,75,25,25,25,3,4, ,3,5,5,60,.5,110,15,15,0,15,15,25,10,15,0, ,1, , , 
1623,1,5, ,300,0,0,25,1,1, ,1,40, ,50,.25,423,160,0,0,20,15,45,75,100,8,dock rent,1, , , 
1624,5,2,3,750,0,0,0,1,1, ,1,25,1,84,0,115,75,5,0,10,0,20,0,5,0, ,1, , , 
1625,3,3,1,1200,0,75,25,1,1, ,1,30,3,350,0,233,120,10,3,60,0,20,10,10,0, ,1, , , 
1625,3,3,1,1200,0,75,25,3,4, ,3,10,3,150,1,132,40,10,1,21,25,20,5,10,0, ,1, , , 
1628,2,1,2,300,0,0,0,1,2, ,2,30,8,120,.5,252,110,32,10,20,25,20,25,10,0, ,1, , , 
1628,2,1,2,300,0,0,0,1,1, ,1,30,8,120,.5,252,110,32,10,20,25,20,25,10,0, ,1, , , 
1629,5,2,4,300,0,0,0,1,1, ,1,50,5,150, ,290,200,20,0,20,0,20,0,30,0, ,1, , , 
1631,5,2,2,2500,25,0,0,1,6,bait for pelagic and electric reels, ,25,5,300,2,325,100,20,10,45,60,40,0,0,50,opelu (fresh),1, , , 
1631,5,2,2,2500,25,0,0,1,6,electric reels, ,25,5,300,2,325,100,20,10,45,60,40,0,0,50,opelu (fresh),1, , , 
1634,5,2,4,750,25,25,0,1,1, ,1,30,12,200,0,211,100,45,1,20,0,25,5,15,0, ,1, , , 
1639,6,4,3,300,25,25,25,1,2, ,2,18,2,100,1,129,75,10,2,20,10,5,5,2,0, ,1, , , 
1639,6,4,3,300,25,25,25,1,1, ,1,18, ,100,1,129,75,10,2,20,10,5,5,2,0, ,1, , , 
1643,2,1,3,300,300,25,0,2,3, ,3,40,8,120,2,350,100,20,5,25,30,100,50,20,0, ,1, , , 
1643,2,1,3,300,300,25,0,1,1, ,1,20, ,60, ,85,50,0,0,15,0,0,0,20,0, ,1, , , 
1646,5,2,4,300,0,0,0,1,1, ,1,15,1,20,0,73,45,3,0,0,0,10,10,5,0, ,1, , , 
1652, , ,2,750,25,300,300,1,2, ,2,70,8,300,2,446,250,40,5,40,50,35,20,6,0, ,1, , , 
1652, , ,2,750,25,300,300,1,1, ,1,70,8,300,2,446,250,40,5,40,50,35,20,6,0, ,1, , , 
1655,2,1,2,0,25,0,0,2,3, ,3,18,5,80,1,180,100,18,0,25,15,12,0,10,0, ,1, , , 
1655,2,1,2,0,25,0,0,1,1, ,1,18,5,80,1,180,100,18,0,25,15,12,0,10,0, ,1, , , 
1656,6,4,1,25,0,300,0,1,1, ,1,24,24,50, ,320,60,60,20,45,0,20,100,15,0, ,1, , , 
1656,6,4,1,25,0,300,0,3,4, ,3,24,24,40, ,280,60,60,0,40,0,0,100,20,0, ,1, , , 
1657,2,1,1,750,0,25,75,1,2, ,2,25,7,400,.66,280,80,20,5,65,10,30,50,20,0, ,1, , , 
1658, , ,2,750,0,300,750, ,6,"trolling, bait for pelagic, shallow bottomfish", ,20, ,320,30,718,180,100,0,45,45,40,108,200,0, ,1, , , 
1658, , ,2,750,0,300,750,1,2, ,2,20,20,40, ,530,100,100,0,45,45,40,0,200,0, ,1, , , 
1660,2,1,4,1500,300,75,25,1,1, ,1,30,3,350, ,174,90,12,0,42,0,15,15,0,0, ,1, , , 
1660,2,1,4,1500,300,75,25,2,3, ,3,12,3,150,1,111,36,12,0,18,15,15,15,0,0, ,1, , , 
1662,2,1,1,3000,300,25,25,2,3, ,3,40,10,300,2,415,150,40,5,40,70,50,20,40,0, ,1, , , 
1662,2,1,1,3000,300,25,25,1,1, ,1,40,10,400,2,345,150,40,5,50,20,50,20,10,0, ,1, , , 
1670,4,6,2,750,0,0,0,1,1, ,1,22,5,200, ,130,90,10,0,30,0,0,0,0,0, ,1, , , 
1674,5,2,1,1500,0,0,0,1,2, ,2,40,2,600,1,252,92,10,0,0,20,30,50,50,0, ,1, , , 
1674,5,2,1,1500,0,0,0,1,1, ,1,40,2,600,1,252,92,10,0,0,20,30,50,50,0, ,1, , , 
1677, , ,2,750,25,0,0,1,2, ,2,10, ,300,3,195,40,40,0,20,75,20,0,0,0, ,1, , , 
1677, , ,2,750,25,0,0,1,1, ,1,10, ,300,3,195,40,40,0,20,75,20,0,0,0, ,1, , , 
1679, , ,1,300,300,300,25,1,1, ,1,40,10,300,2,440,150,50,25,10,50,50,5,100,0, ,1, , , 
1679, , ,1,300,300,300,25,1,2, ,2,25,0,200,2,300,120,0,10,10,50,50,10,50,0, ,1, , , 
1681,2,1,2,300,0,25,25,1,1, ,1,20,10,150,0,263,100,30,0,33,0,80,0,20,0, ,3, ,50, 
1681,2,1,2,300,0,25,25,1,2, ,2,26,10,150,0,243,80,30,0,33,0,80,0,20,0, ,3, ,50, 
1682,5,2,2,750,25,0,0,1,1, ,1,18,2,50,0,92,60,8,5,0,0,0,10,9,0, ,1, , , 
1682,5,2,2,750,25,0,0,2,3, ,3,18,2,20,0,90,60,10,5,0,0,0,10,5,0, ,1, , , 
1684,2,1,2,300,0,0,0,1,1, ,1,10,2,80, ,115,50,8,0,15,0,12,0,30,0, ,1, , , 
