TYPE,Number of Respondents,None,Very Little,Some,About Half,Most,Almost All,Mean
ALL,331,2.416918429003021,24.773413897280967,43.80664652567976,19.335347432024168,6.646525679758309,3.0211480362537766,27.31380664652568
By County,,,,,,,,
Oahu,120,0.8333333333333334,30,39.166666666666664,20,5.833333333333333,4.166666666666666,27.958083333333335
Hawaii,124,3.225806451612903,19.35483870967742,49.193548387096776,18.548387096774192,7.258064516129033,2.4193548387096775,27.36233870967742
Maui,49,2.0408163265306123,20.408163265306122,40.816326530612244,28.57142857142857,6.122448979591836,2.0408163265306123,29.03
Kauai,36,5.555555555555555,30.555555555555557,47.22222222222222,5.555555555555555,8.333333333333332,2.7777777777777777,22.77777777777778
By Primary Fishing Motivation,,,,,,,,
Recreational Expense,99,2.0202020202020203,19.19191919191919,44.44444444444444,26.262626262626267,6.0606060606060606,2.0202020202020203,29.423737373737374
Part-Time Commercial,94,3.1914893617021276,37.234042553191486,45.744680851063826,10.638297872340425,2.127659574468085,1.0638297872340425,18.067127659574467
Subsistence,47,0,4.25531914893617,44.680851063829785,23.404255319148938,19.148936170212767,8.51063829787234,44.49574468085106
Full-Time Commercial,34,5.88235294117647,50,38.23529411764706,2.941176470588235,0,2.941176470588235,12.401764705882353
Purely Recreational,25,0,16,24,32,20,8,43.72
Cultural,4,25,0,50,25,0,0,21.25
By Most Common Gear,,,,,,,,
Troll,178,1.6853932584269662,21.34831460674157,39.8876404494382,24.15730337078652,8.98876404494382,3.932584269662921,31.624157303370787
Bait for Pelagic,45,0,26.666666666666668,62.22222222222222,8.88888888888889,0,2.2222222222222223,18.08111111111111
HL for Deep7 deep,47,4.25531914893617,29.78723404255319,46.808510638297875,8.51063829787234,6.382978723404255,4.25531914893617,24.183829787234043
HL for Deep7 shallow,30,3.3333333333333335,23.333333333333332,40,26.666666666666668,6.666666666666667,0,27.96066666666667
Spear,6,0,50,16.666666666666664,16.666666666666664,16.666666666666664,0,27.833333333333332
By Sub-fishery,,,,,,,,
Pelagic,316,1.5822784810126582,24.367088607594937,44.936708860759495,19.303797468354432,6.6455696202531636,3.1645569620253164,27.619841772151897
Deep7 Bottom,192,2.083333333333333,22.395833333333336,51.041666666666664,16.666666666666664,4.6875,3.125,25.595
Non-Deep7 Bottom,192,0.5208333333333333,23.4375,47.39583333333333,20.833333333333336,6.25,1.5625,26.345104166666665
Coral Reef,51,1.9607843137254901,29.411764705882355,41.17647058823529,21.568627450980394,3.9215686274509802,1.9607843137254901,24.515686274509804
