TYPE,Number of Respondents,None,Very Little,Some,About Half,Most,Almost All,Mean
ALL,81,67.90123456790124,9.876543209876543,13.580246913580247,4.938271604938271,0,3.7037037037037033,9.549259259259259
By County,,,,,,,,
Oahu,30,80,6.666666666666667,6.666666666666667,0,0,6.666666666666667,8.777666666666667
Hawaii,28,64.28571428571429,10.714285714285714,14.285714285714285,7.142857142857142,0,3.571428571428571,10.136785714285715
Maui,16,56.25,12.5,25,6.25,0,0,9.458124999999999
Kauai,7,57.14285714285714,14.285714285714285,14.285714285714285,14.285714285714285,0,0,10.714285714285714
By Primary Fishing Motivation,,,,,,,,
Recreational Expense,16,81.25,0,6.25,12.5,0,0,8.176874999999999
Part-Time Commercial,24,70.83333333333334,8.333333333333332,12.5,4.166666666666666,0,4.166666666666666,9.13875
Subsistence,14,64.28571428571429,21.428571428571427,7.142857142857142,7.142857142857142,0,0,5.714285714285714
Full-Time Commercial,7,57.14285714285714,0,14.285714285714285,0,0,28.57142857142857,33.332857142857144
Purely Recreational,4,100,0,0,0,0,0,0
Cultural,3,33.33333333333333,33.33333333333333,33.33333333333333,0,0,0,10
By Most Common Gear,,,,,,,,
Troll,39,69.23076923076923,10.256410256410255,12.82051282051282,5.128205128205128,0,2.564102564102564,8.495641025641026
Bait for Pelagic,11,45.45454545454545,18.181818181818183,9.090909090909092,18.181818181818183,0,9.090909090909092,18.40909090909091
HL for Deep7 deep,22,77.27272727272727,0,18.181818181818183,0,0,4.545454545454546,8.924090909090909
HL for Deep7 shallow,4,75,25,0,0,0,0,1.25
Spear,,,,,,,,
By Sub-fishery,,,,,,,,
Pelagic,78,69.23076923076923,10.256410256410255,11.538461538461538,5.128205128205128,0,3.8461538461538463,9.061923076923076
Deep7 Bottom,63,68.25396825396825,9.523809523809524,14.285714285714285,3.1746031746031744,0,4.761904761904762,9.843809523809524
Non-Deep7 Bottom,61,65.57377049180327,11.475409836065573,16.39344262295082,6.557377049180328,0,0,7.297704918032787
Coral Reef,26,46.15384615384615,11.538461538461538,26.923076923076923,11.538461538461538,0,3.8461538461538463,15.89076923076923
